timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1743755096561,49,Third request,403,Forbidden,Stress test 1-1,text,false,,253,117,12,12,http://localhost:8081/,49,0,1
1743755096565,48,Third request,403,Forbidden,Stress test 1-2,text,false,,253,117,12,12,http://localhost:8081/,48,0,1
1743755096575,52,Third request,403,Forbidden,Stress test 1-4,text,false,,253,117,15,15,http://localhost:8081/,52,0,3
1743755096577,50,Third request,403,Forbidden,Stress test 1-5,text,false,,253,117,15,15,http://localhost:8081/,50,0,2
1743755096570,57,Third request,403,Forbidden,Stress test 1-3,text,false,,253,117,15,15,http://localhost:8081/,57,0,0
1743755096591,67,Third request,403,Forbidden,Stress test 1-8,text,false,,253,117,17,17,http://localhost:8081/,67,0,1
1743755096591,67,Third request,403,Forbidden,Stress test 1-7,text,false,,253,117,18,18,http://localhost:8081/,67,0,1
1743755096583,78,Third request,403,Forbidden,Stress test 1-6,text,false,,253,117,18,18,http://localhost:8081/,78,0,0
1743755096599,76,Third request,403,Forbidden,Stress test 1-10,text,false,,253,117,21,21,http://localhost:8081/,76,0,0
1743755096614,61,Third request,403,Forbidden,Stress test 1-13,text,false,,253,117,21,21,http://localhost:8081/,61,0,1
1743755096621,55,Third request,403,Forbidden,Stress test 1-16,text,false,,253,117,21,21,http://localhost:8081/,55,0,1
1743755096618,58,Third request,403,Forbidden,Stress test 1-15,text,false,,253,117,19,19,http://localhost:8081/,58,0,0
1743755096606,70,Third request,403,Forbidden,Stress test 1-12,text,false,,253,117,19,19,http://localhost:8081/,70,0,0
1743755096609,67,Third request,403,Forbidden,Stress test 1-9,text,false,,253,117,16,16,http://localhost:8081/,67,0,1
1743755096616,62,Third request,403,Forbidden,Stress test 1-14,text,false,,253,117,16,16,http://localhost:8081/,62,0,1
1743755096603,75,Third request,403,Forbidden,Stress test 1-11,text,false,,253,117,16,16,http://localhost:8081/,75,0,1
1743755096626,79,Third request,403,Forbidden,Stress test 1-17,text,false,,253,117,21,21,http://localhost:8081/,79,0,1
1743755096628,79,Third request,403,Forbidden,Stress test 1-18,text,false,,253,117,20,20,http://localhost:8081/,79,0,1
1743755096634,71,Third request,403,Forbidden,Stress test 1-19,text,false,,253,117,21,21,http://localhost:8081/,71,0,1
1743755096637,76,Third request,403,Forbidden,Stress test 1-20,text,false,,253,117,19,19,http://localhost:8081/,76,0,0
1743755096641,72,Third request,403,Forbidden,Stress test 1-21,text,false,,253,117,19,19,http://localhost:8081/,72,0,1
1743755096644,69,Third request,403,Forbidden,Stress test 1-22,text,false,,253,117,19,19,http://localhost:8081/,69,0,1
1743755096660,80,Third request,403,Forbidden,Stress test 1-24,text,false,,253,117,23,23,http://localhost:8081/,80,0,0
1743755096661,79,Third request,403,Forbidden,Stress test 1-25,text,false,,253,117,23,23,http://localhost:8081/,79,0,0
1743755096665,76,Third request,403,Forbidden,Stress test 1-27,text,false,,253,117,23,23,http://localhost:8081/,76,0,0
1743755096677,64,Third request,403,Forbidden,Stress test 1-30,text,false,,253,117,23,23,http://localhost:8081/,64,0,0
1743755096663,78,Third request,403,Forbidden,Stress test 1-26,text,false,,253,117,23,23,http://localhost:8081/,78,0,0
1743755096668,74,Third request,403,Forbidden,Stress test 1-28,text,false,,253,117,24,24,http://localhost:8081/,74,0,1
1743755096659,84,Third request,403,Forbidden,Stress test 1-23,text,false,,253,117,24,24,http://localhost:8081/,84,0,0
1743755096685,58,Third request,403,Forbidden,Stress test 1-32,text,false,,253,117,24,24,http://localhost:8081/,58,0,0
1743755096704,40,Third request,403,Forbidden,Stress test 1-37,text,false,,253,117,21,21,http://localhost:8081/,40,0,2
1743755096681,63,Third request,403,Forbidden,Stress test 1-31,text,false,,253,117,21,21,http://localhost:8081/,63,0,1
1743755096688,57,Third request,403,Forbidden,Stress test 1-33,text,false,,253,117,21,21,http://localhost:8081/,57,0,3
1743755096672,74,Third request,403,Forbidden,Stress test 1-29,text,false,,253,117,18,18,http://localhost:8081/,74,0,1
1743755096693,53,Third request,403,Forbidden,Stress test 1-34,text,false,,253,117,17,17,http://localhost:8081/,53,0,0
1743755096701,47,Third request,403,Forbidden,Stress test 1-36,text,false,,253,117,12,12,http://localhost:8081/,47,0,1
1743755096711,37,Third request,403,Forbidden,Stress test 1-38,text,false,,253,117,11,11,http://localhost:8081/,37,0,0
1743755096697,54,Third request,403,Forbidden,Stress test 1-35,text,false,,253,117,11,11,http://localhost:8081/,54,0,0
1743755096714,46,Third request,403,Forbidden,Stress test 1-39,text,false,,253,117,12,12,http://localhost:8081/,46,0,0
1743755096720,40,Third request,403,Forbidden,Stress test 1-40,text,false,,253,117,12,12,http://localhost:8081/,40,0,0
1743755096721,40,Third request,403,Forbidden,Stress test 1-41,text,false,,253,117,11,11,http://localhost:8081/,40,0,0
